artist_label_id,source_artist_label,profile_status,characteristic_terms,top_written_finals,analysed_unique_written_lines,short_line_percentile,repeated_line_percentile,chinese_english_mixing_percentile,reference_status
ALBL-da9d5eb8de99255ccb4d6af827d525b9756ed63f0144d90067a98ac15e7404e8,宝石老舅,ready,好运 | 工作室 | 摇摆 | 来到 | 成绩 | 江湖 | 大哥 | 时代,i | u | e | ai | ian,1887,61.8,41.4,21.8,awaiting human context validation
ALBL-ac709d4648f29c1d718b72ec5675ba04f5baeef5fbcc248d1a6661df48b83c94,小老虎,ready,汽车 | 消失 | 头顶 | 男人 | 耳朵 | 镜子 | 肩膀 | 拥抱,i | u | ie | ian | e,1549,61.8,11.5,7.6,awaiting human context validation
ALBL-fd0a058a50b05e2475b35bc7a53f2535fc78c8526b94226cb77723f1e78637ef,小酷coola,ready,汗水 | 停留 | 不止 | 想起 | 回头,i | e | u | an | ou,841,38.7,40.7,49.8,awaiting human context validation
ALBL-24b00b86757b8524f811b193bdeb83ef1329a0c57055807a6ded111fa42e68f3,小青龙,ready,灵感 | 美丽 | 阳光 | 烦恼 | 享受 | 画面 | 遇到 | 天空,i | ou | u | e | ai,1135,61.8,70.8,53.7,awaiting human context validation
ALBL-b63cf1e776045825584819d4a14d194bd5a31d3d26a8b732ba027e3967fb2bac,小鸭哥,ready,合肥 | 不服气 | 加上 | 评价 | 毕业 | 实力 | 战斗 | 演出,i | e | u | ou | ao,2219,38.7,17.4,69.4,awaiting human context validation
ALBL-ebe5f9209243e8cc0730f985167ab1298e9e6b87f738cbdaaa2789cd93dc9812,廖效浓,ready,脸蛋 | 男生 | 大脑 | 没错 | 消息 | 女孩 | 带走 | 秘密,i | e | ian | ai | ou,1137,38.7,98.3,72.8,awaiting human context validation
ALBL-b4d84befc7e96dbb8387757e7d31f4727c1237610f3bd1ee0bea968bcd69b253,张千,ready,玩儿 | 哥们儿 | 事儿 | 流量 | 跟着 | 点儿 | 笑容 | 押韵,i | e | u | ian | ou,1359,12.0,18.4,70.8,awaiting human context validation
ALBL-7d11225e8215022166cdd99505ba4f36a0b1b68bf5f51c1a126237b869768989,张大炮,ready,哥们 | 觉着 | 别跟我 | 拒绝 | 表现 | 一般 | 北京 | 没什么,i | e | a | u | ao,1633,61.8,42.9,28.2,awaiting human context validation
ALBL-45fb690b1fa5ef0d23dbeb44ff194f49e6899ee138d850ccb0f8ca44cf44f801,张昊,ready,等待 | 结局 | 眼泪 | 自由,i | u | ang | ai | e,712,38.7,25.7,24.8,awaiting human context validation
ALBL-de0f80e3bfa4aad6217752f1c1440d11228188a028dc94fa69b1f787401c2def,张雪飞,ready,温柔 | 心动 | 浪漫 | 玫瑰 | 眼眸 | 我爱你 | 云彩 | 失眠,i | ian | e | ou | a,2036,23.3,20.8,28.7,awaiting human context validation
ALBL-ec3093fcb691301b6cc4a5e0a5c9ee093e661b6b35b618255b5590bc4b0c8826,张颜齐,limited evidence,结果,i | ian | u | an | ang,1118,87.5,89.0,11.0,awaiting human context validation
ALBL-1136c276f991eb3cba877aef2044b57a9b940feb6a4d3695540916113c5aafd5,弹壳,limited evidence,,i | an | uo | ou | e,321,61.8,29.4,27.7,awaiting human context validation
ALBL-0929cce7f34a4cdb493f568ffaa9af65e0d1e65bd213ca7ccc8238383301f5d9,徐真真,ready,男孩 | 谢谢 | 女孩 | 见到 | 首歌 | 陪伴 | 关系 | 电影,i | e | u | a | ian,1801,38.7,60.0,56.6,awaiting human context validation
ALBL-725a8caf4f4132e9734ee50844d011d83670da8006b97d5c112f6e33134115ff,恶童,ready,不顾一切 | 长江 | 热爱 | 天地 | 土地 | 自由 | 穿梭 | 伴随,i | u | an | ian | ang,1297,23.3,43.9,27.2,awaiting human context validation
ALBL-e3629c2151d449562136201f8da51770a96f0b5e1d3ab3324e65c4f2fe40256d,揽佬,limited evidence,干嘛 | 社会,i | ai | ang | e | u,839,80.1,70.3,49.3,awaiting human context validation
ALBL-904fcc2d59908c38ed9f59b6a90b30096342461e51a746e515da335e08b6cf49,斯威特,ready,季秋 | 高原 | 同桌 | 筒子楼 | 景色 | 同学 | 学校 | 爸爸,i | e | u | ian | ao,2045,16.9,12.5,18.9,awaiting human context validation
ALBL-6e2c5eea321edcf85b9bddb1be052f37af0d813916ec5db39e7691ed75c22ca0,新街口组合,ready,委屈 | 深情 | 甘心 | 牵手 | 爱情 | 幸福 | 残忍 | 对方,i | u | an | ian | ing,1961,23.3,15.9,6.1,awaiting human context validation
ALBL-477d40bab9415c1e1fc116f4efe1cd52564f26aef849d2f13bb16fcde179180b,方仔,ready,贵州 | 读书 | 等到 | 发誓 | 心脏 | 样子 | 孩子 | 名字,i | u | an | e | ang,1529,23.3,19.4,26.2,awaiting human context validation
ALBL-ffa5a6949797a99fe90a6aae5ad6a788e26cd47439ea35eaf1e71c156dd3a765,是Triple M,ready,发誓 | 无所谓 | 伴奏 | 妈妈 | 痛苦 | 歌词,i | ian | e | ang | ao,658,23.3,55.6,76.2,awaiting human context validation
ALBL-416efb901b78e0dac353a88963abd0a86b5207467dd399395d3c77f99460a215,望江晴,ready,逃离 | 勇气 | 感受,i | ing | ian | ai | e,707,80.1,92.9,15.9,awaiting human context validation
ALBL-2af009abc260058ed488c3cc5bd979e4028fa2b64a389c66f06c6ef5e8743d9a,木秦,ready,班长 | 试探 | 显得 | 恐惧 | 反复 | 情感 | 体验 | 小心,i | ian | e | u | ing,1499,38.7,46.8,5.1,awaiting human context validation
ALBL-df36480d1c39db0bd7c57e8729258ffe1f0e03d719943c6ade41e38e9f4c0dcd,杀手耗,ready,东北 | 奉天 | 优越 | 休想 | 无需 | 团结 | 统统 | 不屑,i | e | u | ou | ai,2085,38.7,11.0,86.5,awaiting human context validation
ALBL-247a321492792bdb57c32c163643edba2d15422f23a86af468d8f0bfb5c89077,李佳隆,ready,晓得 | 工作室 | 脑壳 | 秘密 | 满足 | 遇见 | 风格 | 拥有,i | e | an | ian | u,1640,61.8,86.0,46.3,awaiting human context validation
ALBL-19e6d081ff62ae40b3e88e22cef1e5d0ec872a8e6f3866590efc6d45eb909d16,李大奔BENZO,ready,小丑 | 我心 | 在乎 | 伴奏 | 电话,i | e | ai | uo | ou,1130,80.1,28.2,73.3,awaiting human context validation
ALBL-668adef71637ce73ed0d6930da3df75035de7b9f85a5b5d81a63482870edf608,李尔新,ready,成都 | 美女 | 脑壳 | 演出 | 巡演 | 跑车 | 不得 | 当成,i | e | ian | ou | u,1630,38.7,26.2,81.6,awaiting human context validation
ALBL-cd9f7aaab55c5ae86a60abdfb037d7af75d0de0443a6fade6adadc7eeab5a80f,杨和苏KeyNG,ready,浩然 | 小时候 | 失败 | 名字 | 抬头 | 理想 | 办法 | 长大,i | e | an | u | ou,2044,61.8,48.0,25.7,awaiting human context validation
ALBL-6fb00601b23592ac5bee90a3557f53be2b8b4a9e01b50bedf6a92a352e1c4d6b,杨布拉德,ready,创作 | 职业生涯 | 延安路 | 饶舌 | 小时候 | 抱怨 | 意思 | 糟糕,i | e | u | ang | ian,1850,3.4,27.7,83.6,awaiting human context validation
ALBL-11f90a8c55fbe0699911c1c19ab4046d0a93a992a97ac914cf60449351307a39,梁维嘉,ready,地牢 | 北京 | 该死 | 金子 | 不错 | 死亡 | 前辈 | 看见,i | u | e | ian | ang,2366,12.0,37.5,45.3,awaiting human context validation
ALBL-284f21f38fb89fffc6231f1c8e4e864ddfb421bed3792bc18e665896dd0864c9,梁老师Tsong,ready,喝掉 | 好聚好散 | 晚安 | 极端 | 晚餐 | 电影 | 犹豫 | 啤酒,i | e | ou | ian | an,1633,80.1,72.3,40.9,awaiting human context validation
ALBL-68861076b744e959ac73e2117efa8b1b2b9c67339252c49fa74c306ae22b118d,正义感,limited evidence,沉默 | 记忆,i | ing | e | ang | ao,694,80.1,91.4,1.7,awaiting human context validation
ALBL-33f39cebde978ce9aa6e4c3876032ec25f0e8d1871843f6f21ed6dd57e8d7d4a,河南说唱之神,ready,减少 | 难过 | 幸福 | 对抗 | 结果 | 流星 | 讨厌 | 答应,i | e | ai | ian | u,1505,38.7,22.8,62.0,awaiting human context validation
ALBL-800378ed0482ee65717309245d95ab4ddd74395ddce9272aa4a50433bad833f6,法老,ready,龙崎 | 有钱人 | 走入 | 老人 | 火星 | 包包 | 伟大 | 物质,i | e | an | u | ian,2748,38.7,33.1,39.5,awaiting human context validation
ALBL-2c8bc6640d674fb0494ab3a0352bfacdd7243a34c724124ee036737fd0d39b2d,泰格西,ready,长沙 | 湖南 | 槟榔 | 野心 | 清楚 | 带上 | 机会 | 注意,i | e | ian | a | ou,1097,61.8,35.5,82.1,awaiting human context validation
ALBL-c28203421388af56e88d8f0ad4f9f31fd91f1b6e3815ee08511ee620b9046d21,派克特,ready,差不多 | 追求 | 回答 | 成长 | 机会,an | e | i | u | ou,1116,38.7,15.0,64.0,awaiting human context validation
ALBL-69e09ca6ec075c702c80bc29a4f0403c9282b9293273e8873970444db978c065,滇声气,ready,麦克风 | 开口 | 心跳 | 节奏 | 时代 | 过程 | 伴奏,i | e | u | ou | ang,1055,17.6,37.5,89.7,awaiting human context validation
ALBL-377b054a1f71b14c70428b5910256bbb843ebcec24665eff55383c467e7c9df7,满舒克,ready,值得 | 孤单 | 享受 | 温度 | 呼吸 | 距离 | 灵感 | 存在,i | u | ai | an | ian,1732,93.4,93.4,15.0,awaiting human context validation
ALBL-f82592dd2f2843d995b82060d966ef0133424aae05676b853f6742afe8e0a878,热狗,ready,笑容 | 大家 | 有没有 | 日子 | 快乐 | 孩子 | 手机 | 爱情,i | a | u | e | ai,1823,38.7,50.2,26.7,awaiting human context validation
ALBL-dc8f1d73d2a7e7197ef9aa9abc2f54ad1c65f8c859a130403d44a3acdcbdb9a7,熊猫涂杰,ready,脑袋 | 挣脱 | 遇到 | 道路 | 来到 | 社会 | 幻想 | 跟着,i | u | e | ou | ing,1838,38.7,34.6,44.9,awaiting human context validation
ALBL-cd62211172109255e518aac9c918feef626c1ec8599caa975e444bfce28c7e28,爆音Boom,ready,父母 | 状态 | 突然 | 麦克风 | 幻想 | 感情 | 快乐 | 后悔,i | ian | e | ao | u,1197,23.3,37.5,57.1,awaiting human context validation
ALBL-3ff74c075ec5c2e5728f2ff0bfb20cf17699329068612d45293b05554df57030,爽子,ready,没法儿 | 玩具 | 吃饱 | 理想 | 想想 | 紧张 | 怎么办 | 帮助,i | e | ian | ang | er,2112,0.5,69.4,5.6,awaiting human context validation
ALBL-05027a559ca8274e1af58649dead83910cf96e6bbae590d148a5efe5010ede07,王以太,ready,舞台 | 享受 | 上帝 | 在乎 | 愿意,i | ian | ai | an | u,1084,50.5,21.8,51.7,awaiting human context validation
ALBL-05fe1effba76833f120b714fd0141df46b7970d83c822c8a91201585ff6bb5ea,王嘉尔,limited evidence,,er | i | uo | ian | ai,196,98.5,99.8,1.7,awaiting human context validation
ALBL-2cd7183a0cf674ea30188d5d0032a7ba17c2775bd7ee862325f9ed98d3d5ee1f,王晨宇IceCraz,ready,汗水 | 点儿 | 后退 | 不止 | 渴望 | 原因 | 阳光 | 疯狂,i | e | ian | u | ou,2279,38.7,62.0,51.0,awaiting human context validation
ALBL-f13232ac4d20a03d1895a207e1d242b71a0fff71fc387a2dce2728146c4583ea,王齐铭,ready,崽儿 | 重庆 | 娃儿 | 点儿 | 老汉 | 老子 | 晓得 | 锤子,e | i | ian | u | ou,1007,3.4,81.6,20.3,awaiting human context validation
ALBL-73c8a1a36223a670dc4911fa645f78397410791c1681cf627e1903abaceeedf8,班比 Bambii,ready,适应 | 宝贝 | 情话 | 律动 | 忠诚 | 漂亮 | 姿态 | 数字,i | e | ai | ao | ang,1703,61.8,65.9,85.0,awaiting human context validation
ALBL-3f8544460dad7df697f7b1dfe3ceb76f8ee9fee329dff53487a2ff31ae594765,直火帮,ready,混乱 | 值得 | 爸妈 | 显得 | 赚钱 | 普通 | 看过 | 电视,i | e | u | ou | ian,2361,12.0,30.6,68.4,awaiting human context validation
ALBL-0828f126ccf0c88bdf414c410611374063d1ab6c756389b0c253efbbab6dcd4d,福克斯,ready,胡天 | 目睹 | 世间 | 刘志勇 | 江山 | 争夺 | 勾勒 | 无畏,i | u | ou | ui | ing,2226,80.1,61.0,12.0,awaiting human context validation
ALBL-1f58a6ffe8bece560a2d7cd3f95b1c5fedac73381c77a301c279e6c79036b7f0,离合,ready,不要命 | 要钱 | 保证 | 成都 | 脖子 | 老子,i | e | ian | ao | ui,778,61.8,48.0,97.3,awaiting human context validation
ALBL-4643ced8fed4e5f7ffe92d53e345a6e445386087a66e90051378e206de8a183f,秃子,ready,广顺 | 吃饱 | 别跟我 | 哥们 | 活着 | 大哥 | 垃圾 | 北京,i | e | ang | a | in,1078,38.7,4.7,22.8,awaiting human context validation
ALBL-7ad638af3a35b7d111f62ea5b56a127ec4dbcf5cd86cc213bda8cd999a257ec9,笑男孩,ready,山东 | 女人 | 女孩 | 妈妈,i | ai | e | ao | a,888,80.1,57.6,9.1,awaiting human context validation
ALBL-f5b44700d88df27400bbc80123221c3d4510d850e6f6494eb136693cd655b7fa,红手指,limited evidence,,i | e | a | ou | ian,333,93.4,21.3,12.5,awaiting human context validation
ALBL-1966ab7fbcd7e029e5d23d46e16dd169141761a81c9ccb7ad58233a524454fd5,红狼,limited evidence,,i | e | an | ou | ang,569,93.4,98.8,48.8,awaiting human context validation
ALBL-792d55b0a19edfc124c50aba34e23dc8797d058ad9d19feb36f247dd21034d18,罗言,ready,拥抱 | 记忆 | 接受 | 结果 | 想起,e | i | ai | ian | ou,835,80.1,88.0,14.0,awaiting human context validation
ALBL-17a705471f9603aa36a32eccd5a72e57b03ee08200a8ee9b075466924284be0d,義胜合,limited evidence,,i | e | ing | ian | ang,507,18.4,97.3,16.9,awaiting human context validation
ALBL-5588dea76589911df854bcd8ae85996bb26f89521d661f3f591f4f339057cd55,老黑Black J,limited evidence,,ao | i | e | u | ou,340,12.0,1.0,1.7,awaiting human context validation
ALBL-a969c82d8811c619b763ab618ec5363279fb26d32c93efeed133750060e06d93,胡彦斌 TIGER HU,ready,画画 | 锦阳 | 金牛 | 队长 | 恋歌 | 乐队 | 椒盐 | 键盘,an | e | ang | i | ei,860,80.1,66.9,30.6,awaiting human context validation
ALBL-91e7e3cdbb244167ab7bd584a228ec96d1798f373702980135847af0b640afa5,艾热 AIR,limited evidence,愿意,u | i | e | an | ei,1079,80.1,58.6,18.4,awaiting human context validation
ALBL-e36a821d097c02334c1e15e0e35e40107b21fac23a4c1d89fe9b45f1030533c5,艾福杰尼,ready,劲儿 | 没错 | 内心 | 耳机 | 想起 | 机会 | 简单 | 最好,i | ou | e | an | ai,1545,61.8,36.0,61.0,awaiting human context validation
ALBL-30f7e60627845f9d0fd4aec317723f5156cbb07ff715a9b98385f64c558bd2fa,花生,limited evidence,,i | e | ian | u | a,660,72.1,67.4,75.2,awaiting human context validation
ALBL-f01c232566c50c600194af8656475231127091412b8ac4819d979c7595e78db3,西奥,ready,长沙 | 江湖 | 想象 | 重新 | 听说 | 老师 | 听见 | 名字,i | u | e | ian | ao,1771,23.3,33.6,25.2,awaiting human context validation
ALBL-b47259c0f8ec7dc8b05a94acb2921670b00d27d9b8e2b94848653ffd4aa9c890,西米,ready,渴望 | 生命 | 呼吸,i | e | a | u | ian,859,80.1,13.5,65.0,awaiting human context validation
ALBL-e40ca6e7685b01b18b567faf579406988813bbc01e8d2aad140f8c9ed0986691,说唱东百人,ready,小伙 | 东北 | 小子 | 玩意 | 铁子 | 岁数 | 乐意 | 寻思,i | e | a | u | an,1065,61.8,90.4,17.9,awaiting human context validation
ALBL-b8a81d5882dab810d4dd664ff0c4a3e42ed9210e093bf09047883c9c87030795,诺米么Lodmemo,limited evidence,浮现 | 星星,i | e | ian | u | ou,711,38.7,66.4,36.5,awaiting human context validation
ALBL-c8b292a6fd797d5864b6f98a4ca3145941af864722740d9be02e52bb5e4d4d14,谢帝,ready,社区 | 晓得 | 老板 | 老子 | 娃儿 | 脑壳 | 成都 | 结果,i | e | u | an | ing,1437,38.7,29.4,80.1,awaiting human context validation
ALBL-89fcef5d9b763073e8b54afa5ed7fe58f06329b1fc1223fea93047e30703f75a,赵山河,ready,哥们 | 看起来 | 垃圾 | 外套 | 天生 | 说话 | 发生 | 讨厌,e | i | ou | an | a,1087,52.7,41.9,17.4,awaiting human context validation
ALBL-d13fe9410299857cfceb924ed5d382cb03b8828be0d06b68c0ed1aae716ebc34,辉子,ready,北京 | 能力 | 带来 | 孩子 | 改变 | 放弃 | 后悔,i | ian | e | an | u,1293,6.4,23.8,64.5,awaiting human context validation
ALBL-b2a691a1a1df18c00b161abfd5f160861921f76fd419e4a473cba62f11a6bdc2,辛巴,ready,延续 | 勇敢 | 离别 | 无需 | 时光 | 度过 | 失去 | 融化,i | u | ang | ian | e,1603,23.3,22.3,15.4,awaiting human context validation
ALBL-624809a8c6f31530a20bced12f8eeb4a5292640bdb87ef4a277476da24a07d28,连麻Swimming,ready,婆娘 | 老子 | 伴奏 | 关系 | 嘴巴,i | ou | a | e | uo,935,52.7,80.6,48.3,awaiting human context validation
ALBL-c8913c29ed1bccc83766366e0c593a46aecfcfec350af2ca425ad6fa27b75a61,邓典果,ready,打败 | 中文 | 成都 | 哥们儿 | 点儿 | 娃儿 | 粉丝 | 对手,e | i | an | ao | ing,1160,61.8,50.7,77.2,awaiting human context validation
ALBL-e85609f71a45bee71a1f0d38eca2780c52910c2125d64d1cc060c4aa63cb4114,那吾克热-NW,ready,燃烧 | 拼命 | 力量 | 内心 | 决定,i | e | uo | ian | u,1322,80.1,45.3,23.8,awaiting human context validation
ALBL-cc5e5e267a45098cd771ea82a20f2b570a5743d6a5716f053f5cb1a8135557ea,那奇沃夫,ready,新世界 | 算是 | 前辈 | 同行 | 想念 | 放心 | 位置 | 骄傲,i | e | u | ai | ian,1210,61.8,47.3,92.9,awaiting human context validation
ALBL-37f6eb87430a0b1d7a66bf0a89dab1ed85cf84803d73bee23b3b94e50f1a71be,金熙宇,limited evidence,,i | e | u | ei | an,728,12.0,64.2,78.4,awaiting human context validation
ALBL-50741b2ec0bf3af4af14534601eb2b25106535e1be6e7fa756e6062fa54090e3,金蛇 traphouse,limited evidence,晓得,i | e | ing | in | an,983,50.5,77.7,66.9,awaiting human context validation
ALBL-794d5a373c990e135a5ac3527a23c5c8c9431cb100be6cc02eaab0e303e3160e,阿斯巴田,ready,人声 | 剪辑 | 编写 | 音频 | 吵架 | 独特 | 控制 | 感情,i | e | ian | u | ai,2000,93.4,86.5,37.0,awaiting human context validation
ALBL-bfd7ad7c97808d56342bd0a84bb1be7d9d1b4a221d6d2ad0b5e3f2c5c8605a17,阿水YoungBJ,ready,忠诚 | 思念 | 突然 | 合集 | 来不及 | 不经意 | 闭上眼睛 | 分开,i | ai | ian | e | ao,1391,61.8,99.3,11.5,awaiting human context validation
ALBL-cac4dfe45e2a4ea3c8992080944a6e0c1092bbfea9b5a129b6b007d76b168d38,阿童木,ready,山河 | 千秋 | 天地 | 风波 | 风雪 | 红尘 | 清风 | 江湖,ang | uo | u | an | e,1009,61.8,12.0,6.6,awaiting human context validation
ALBL-0a1a532fbfe9b4e01ba4d08dc1af1a73c305efb613a891a1b1339cbc2ef41bdc,隐藏,ready,上帝 | 看见 | 清楚,i | ai | e | u | an,1031,61.8,40.0,13.5,awaiting human context validation
ALBL-e9a4c85e9728ea650fe95413c3e3e10896819996b77097c55e8b48164ad00e35,雲道,ready,虚假 | 怎么办 | 北京 | 代表 | 假装 | 中国 | 工作,i | e | ou | ong | ian,1590,61.8,39.0,63.5,awaiting human context validation
ALBL-1977978993b2949e4425ba3d1e00a27af4ff44e6123be893f0fff6439f76e7e3,雾都 (Wudu Montana),ready,脑壳 | 不得 | 晓得 | 老子,i | e | u | a | ou,1718,80.1,48.8,41.9,awaiting human context validation
ALBL-b97bd56b9ca53434dfd6bfe48b6585fffd4ce36eddfbe206e6c90faf56a9d6cd,饺子,ready,康熙 | 不是故意 | 巧克力 | 翻唱 | 最美 | 使用 | 点缀 | 天使,i | ai | u | e | ian,1808,38.7,53.7,38.5,awaiting human context validation
ALBL-a93087c6798ab7596000fae7b23bb99f5528ef60d41242c5914dcb12836422cf,马思唯,ready,黑马 | 持续 | 中文 | 足够 | 开心 | 赚钱 | 呼吸,i | e | ai | u | ang,1253,12.0,44.4,91.4,awaiting human context validation
ALBL-2c0d33cebcdf6b69c4dbde5486faeab809292ba09e1c547ffa0bffdbf69312ac,鹿奇,ready,彩虹 | 男孩 | 明星 | 山顶 | 讨厌 | 钻石 | 样子 | 秘密,i | e | u | ai | ui,1670,93.4,93.9,53.7,awaiting human context validation
ALBL-f6c453a4cec050452655cd7fefbae80257efb4583635d09d28721f006bc73813,黄旭,ready,顺德 | 投入 | 出发 | 燃烧 | 享受 | 潇洒,i | e | u | ou | ian,1490,61.8,23.3,63.0,awaiting human context validation
ALBL-3e8052851c5f2da0234ba405219252f0ffdf30904c8807e3dfdbe6d44d5b2ade,黄昭,ready,穿越 | 突破 | 阳光,i | ing | e | ai | ou,926,50.5,59.6,85.5,awaiting human context validation
ALBL-c59769af69edb396aee71a6ad277e7792d6a84c4d990757bf20412b33c8b7e24,黑螺丝,ready,韵脚 | 旋律 | 垃圾 | 实力 | 大家 | 敌人 | 在意 | 阳光,i | e | ian | u | a,1204,3.4,40.7,58.6,awaiting human context validation
ALBL-7ba722009dee968fea666826254e4d7047ee83b9c2b6439061df005b6dfa14bf,黑麦,ready,天津 | 老娘 | 事儿 | 玩闹 | 闺女 | 姐姐 | 点儿 | 听说,i | u | e | a | ao,1430,3.4,82.1,13.0,awaiting human context validation
ALBL-ecfef7f6f92be0e12b16b1883492c5074fcebcc87b380e577cea3d43f25ef6df,默示船政,ready,上船 | 摩擦 | 盘旋 | 武汉 | 旋转 | 拯救 | 脑袋 | 头顶,i | e | ou | u | ai,2821,72.1,25.2,68.9,awaiting human context validation
ALBL-c848d6a211291771f93cf108b05b8dc3f7b8fa0a009a6e63609a8b46233e27a4,龙井说唱 孙旭,ready,防守 | 讲究 | 集体 | 起飞 | 阳光 | 幸福 | 比赛 | 态度,i | u | ai | an | ian,1114,6.4,72.8,22.3,awaiting human context validation
ALBL-e60d314b51617b1122c7504e84f6cb188d601755a9f3ed2bf60c18533f42c483,龙井说唱 孙骁,ready,残忍 | 勇气 | 距离 | 清楚 | 呼吸 | 痛苦 | 欲望 | 空气,i | u | ai | ou | e,845,38.7,24.3,34.6,awaiting human context validation
ALBL-cec5217a1ba6f2e262da20bd31748b0bc5f4f0dcc7dbf9542cd8d69ed4719a82,龙泽宇,ready,生命 | 感情 | 不够,i | e | u | ui | a,1216,61.8,31.1,90.9,awaiting human context validation
ALBL-9756ee2b51bd71de0c83766a970f3e1a415810f7477491fbcac8582eb4cb2b32,龙胆紫,ready,北京 | 属于 | 改变 | 看见,i | e | u | ang | er,582,7.1,8.6,8.6,awaiting human context validation
