source_label_id,source_credit_label,eligible_song_units_after_shared_text_rule,universe_status,identity_boundary
ALBL-4ee2de733107bf496cb129ee93841693210261129915ba651cc3fbb0b18de05c,404 Rapper,30,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-1136c276f991eb3cba877aef2044b57a9b940feb6a4d3695540916113c5aafd5,弹壳,11,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-0929cce7f34a4cdb493f568ffaa9af65e0d1e65bd213ca7ccc8238383301f5d9,徐真真,42,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-725a8caf4f4132e9734ee50844d011d83670da8006b97d5c112f6e33134115ff,恶童,33,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-e3629c2151d449562136201f8da51770a96f0b5e1d3ab3324e65c4f2fe40256d,揽佬,17,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-904fcc2d59908c38ed9f59b6a90b30096342461e51a746e515da335e08b6cf49,斯威特,40,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-6e2c5eea321edcf85b9bddb1be052f37af0d813916ec5db39e7691ed75c22ca0,新街口组合,26,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-477d40bab9415c1e1fc116f4efe1cd52564f26aef849d2f13bb16fcde179180b,方仔,32,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-ffa5a6949797a99fe90a6aae5ad6a788e26cd47439ea35eaf1e71c156dd3a765,是Triple M,16,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-416efb901b78e0dac353a88963abd0a86b5207467dd399395d3c77f99460a215,望江晴,18,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-2af009abc260058ed488c3cc5bd979e4028fa2b64a389c66f06c6ef5e8743d9a,木秦,34,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-df36480d1c39db0bd7c57e8729258ffe1f0e03d719943c6ade41e38e9f4c0dcd,杀手耗,33,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-247a321492792bdb57c32c163643edba2d15422f23a86af468d8f0bfb5c89077,李佳隆,39,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-19e6d081ff62ae40b3e88e22cef1e5d0ec872a8e6f3866590efc6d45eb909d16,李大奔BENZO,32,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-668adef71637ce73ed0d6930da3df75035de7b9f85a5b5d81a63482870edf608,李尔新,32,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-cd9f7aaab55c5ae86a60abdfb037d7af75d0de0443a6fade6adadc7eeab5a80f,杨和苏KeyNG,31,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-6fb00601b23592ac5bee90a3557f53be2b8b4a9e01b50bedf6a92a352e1c4d6b,杨布拉德,43,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-11f90a8c55fbe0699911c1c19ab4046d0a93a992a97ac914cf60449351307a39,梁维嘉,33,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-284f21f38fb89fffc6231f1c8e4e864ddfb421bed3792bc18e665896dd0864c9,梁老师Tsong,39,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-68861076b744e959ac73e2117efa8b1b2b9c67339252c49fa74c306ae22b118d,正义感,18,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-33f39cebde978ce9aa6e4c3876032ec25f0e8d1871843f6f21ed6dd57e8d7d4a,河南说唱之神,46,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-800378ed0482ee65717309245d95ab4ddd74395ddce9272aa4a50433bad833f6,法老,41,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-2c8bc6640d674fb0494ab3a0352bfacdd7243a34c724124ee036737fd0d39b2d,泰格西,25,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-c28203421388af56e88d8f0ad4f9f31fd91f1b6e3815ee08511ee620b9046d21,派克特,23,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-69e09ca6ec075c702c80bc29a4f0403c9282b9293273e8873970444db978c065,滇声气,23,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-377b054a1f71b14c70428b5910256bbb843ebcec24665eff55383c467e7c9df7,满舒克,35,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-f82592dd2f2843d995b82060d966ef0133424aae05676b853f6742afe8e0a878,热狗,32,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-dc8f1d73d2a7e7197ef9aa9abc2f54ad1c65f8c859a130403d44a3acdcbdb9a7,熊猫涂杰,41,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-cd62211172109255e518aac9c918feef626c1ec8599caa975e444bfce28c7e28,爆音Boom,23,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-3ff74c075ec5c2e5728f2ff0bfb20cf17699329068612d45293b05554df57030,爽子,17,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-05027a559ca8274e1af58649dead83910cf96e6bbae590d148a5efe5010ede07,王以太,25,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-05fe1effba76833f120b714fd0141df46b7970d83c822c8a91201585ff6bb5ea,王嘉尔,37,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-2cd7183a0cf674ea30188d5d0032a7ba17c2775bd7ee862325f9ed98d3d5ee1f,王晨宇IceCraz,47,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-f13232ac4d20a03d1895a207e1d242b71a0fff71fc387a2dce2728146c4583ea,王齐铭,29,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-73c8a1a36223a670dc4911fa645f78397410791c1681cf627e1903abaceeedf8,班比 Bambii,42,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-3f8544460dad7df697f7b1dfe3ceb76f8ee9fee329dff53487a2ff31ae594765,直火帮,39,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-0828f126ccf0c88bdf414c410611374063d1ab6c756389b0c253efbbab6dcd4d,福克斯,40,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-1f58a6ffe8bece560a2d7cd3f95b1c5fedac73381c77a301c279e6c79036b7f0,离合,29,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-4643ced8fed4e5f7ffe92d53e345a6e445386087a66e90051378e206de8a183f,秃子,22,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-7ad638af3a35b7d111f62ea5b56a127ec4dbcf5cd86cc213bda8cd999a257ec9,笑男孩,28,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-f5b44700d88df27400bbc80123221c3d4510d850e6f6494eb136693cd655b7fa,红手指,6,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-1966ab7fbcd7e029e5d23d46e16dd169141761a81c9ccb7ad58233a524454fd5,红狼,14,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-792d55b0a19edfc124c50aba34e23dc8797d058ad9d19feb36f247dd21034d18,罗言,21,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-17a705471f9603aa36a32eccd5a72e57b03ee08200a8ee9b075466924284be0d,義胜合,12,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-5588dea76589911df854bcd8ae85996bb26f89521d661f3f591f4f339057cd55,老黑Black J,11,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-a969c82d8811c619b763ab618ec5363279fb26d32c93efeed133750060e06d93,胡彦斌 TIGER HU,35,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-91e7e3cdbb244167ab7bd584a228ec96d1798f373702980135847af0b640afa5,艾热 AIR,25,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-e36a821d097c02334c1e15e0e35e40107b21fac23a4c1d89fe9b45f1030533c5,艾福杰尼,38,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-30f7e60627845f9d0fd4aec317723f5156cbb07ff715a9b98385f64c558bd2fa,花生,12,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-f01c232566c50c600194af8656475231127091412b8ac4819d979c7595e78db3,西奥,26,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-b47259c0f8ec7dc8b05a94acb2921670b00d27d9b8e2b94848653ffd4aa9c890,西米,21,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-e40ca6e7685b01b18b567faf579406988813bbc01e8d2aad140f8c9ed0986691,说唱东百人,23,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-b8a81d5882dab810d4dd664ff0c4a3e42ed9210e093bf09047883c9c87030795,诺米么Lodmemo,14,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-c8b292a6fd797d5864b6f98a4ca3145941af864722740d9be02e52bb5e4d4d14,谢帝,21,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-89fcef5d9b763073e8b54afa5ed7fe58f06329b1fc1223fea93047e30703f75a,赵山河,32,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-d13fe9410299857cfceb924ed5d382cb03b8828be0d06b68c0ed1aae716ebc34,辉子,24,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-b2a691a1a1df18c00b161abfd5f160861921f76fd419e4a473cba62f11a6bdc2,辛巴,34,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-624809a8c6f31530a20bced12f8eeb4a5292640bdb87ef4a277476da24a07d28,连麻Swimming,28,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-c8913c29ed1bccc83766366e0c593a46aecfcfec350af2ca425ad6fa27b75a61,邓典果,25,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-e85609f71a45bee71a1f0d38eca2780c52910c2125d64d1cc060c4aa63cb4114,那吾克热-NW,25,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-cc5e5e267a45098cd771ea82a20f2b570a5743d6a5716f053f5cb1a8135557ea,那奇沃夫,32,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-37f6eb87430a0b1d7a66bf0a89dab1ed85cf84803d73bee23b3b94e50f1a71be,金熙宇,17,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-50741b2ec0bf3af4af14534601eb2b25106535e1be6e7fa756e6062fa54090e3,金蛇 traphouse,6,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-794d5a373c990e135a5ac3527a23c5c8c9431cb100be6cc02eaab0e303e3160e,阿斯巴田,42,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-bfd7ad7c97808d56342bd0a84bb1be7d9d1b4a221d6d2ad0b5e3f2c5c8605a17,阿水YoungBJ,41,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-cac4dfe45e2a4ea3c8992080944a6e0c1092bbfea9b5a129b6b007d76b168d38,阿童木,17,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-0a1a532fbfe9b4e01ba4d08dc1af1a73c305efb613a891a1b1339cbc2ef41bdc,隐藏,9,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-e9a4c85e9728ea650fe95413c3e3e10896819996b77097c55e8b48164ad00e35,雲道,45,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-1977978993b2949e4425ba3d1e00a27af4ff44e6123be893f0fff6439f76e7e3,雾都 (Wudu Montana),22,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-b97bd56b9ca53434dfd6bfe48b6585fffd4ce36eddfbe206e6c90faf56a9d6cd,饺子,40,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-a93087c6798ab7596000fae7b23bb99f5528ef60d41242c5914dcb12836422cf,马思唯,32,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-2c0d33cebcdf6b69c4dbde5486faeab809292ba09e1c547ffa0bffdbf69312ac,鹿奇,45,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-f6c453a4cec050452655cd7fefbae80257efb4583635d09d28721f006bc73813,黄旭,26,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-3e8052851c5f2da0234ba405219252f0ffdf30904c8807e3dfdbe6d44d5b2ade,黄昭,28,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-c59769af69edb396aee71a6ad277e7792d6a84c4d990757bf20412b33c8b7e24,黑螺丝,29,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-7ba722009dee968fea666826254e4d7047ee83b9c2b6439061df005b6dfa14bf,黑麦,33,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-ecfef7f6f92be0e12b16b1883492c5074fcebcc87b380e577cea3d43f25ef6df,默示船政,48,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-c848d6a211291771f93cf108b05b8dc3f7b8fa0a009a6e63609a8b46233e27a4,龙井说唱 孙旭,18,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-e60d314b51617b1122c7504e84f6cb188d601755a9f3ed2bf60c18533f42c483,龙井说唱 孙骁,15,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-cec5217a1ba6f2e262da20bd31748b0bc5f4f0dcc7dbf9542cd8d69ed4719a82,龙泽宇,33,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
ALBL-9756ee2b51bd71de0c83766a970f3e1a415810f7477491fbcac8582eb4cb2b32,龙胆紫,10,RETRIEVAL_GRAPH_ELIGIBLE_SOURCE_CREDIT_LABEL,source credit label; not externally identity-verified
